,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
0,12/18/2018,Open,,18-03387982,Street Lights - All/Out,3200 N AUSTIN AVE,60634.0,1135828.07112165,1920652.89532124,30.0,16.0,17.0,41.93844814726,-87.77621462934,"(41.938448147264, -87.776214629335)"
1,12/18/2018,Open - Dup,,18-03387616,Street Lights - All/Out,5300 W MONTROSE AVE,60641.0,1140226.16979736,1928743.80820626,38.0,16.0,15.0,41.96057080937,-87.75985140823,"(41.960570809372, -87.759851408233)"
2,12/18/2018,Open,,18-03387604,Street Lights - All/Out,5100 W MONTROSE AVE,60641.0,1141688.19348685,1928775.70669177,45.0,16.0,15.0,41.96063136584,-87.7544754166,"(41.960631365841, -87.754475416604)"
3,12/18/2018,Open,,18-03387651,Street Lights - All/Out,5500 N MONITOR AVE,60630.0,1136212.07617478,1936200.83562452,45.0,16.0,11.0,41.98110634501,-87.77443059621,"(41.981106345008, -87.774430596215)"
4,12/18/2018,Open,,18-03388032,Street Lights - All/Out,7006 W GRACE ST,60634.0,1128995.71416637,1924459.34298528,38.0,16.0,17.0,41.94901258189,-87.80123875225,"(41.949012581894, -87.801238752251)"
5,12/18/2018,Open,,18-03387372,Street Lights - All/Out,1708 W 82ND ST,60620.0,1166351.12533104,1850323.77358967,21.0,6.0,71.0,41.7448590665,-87.66604337819,"(41.744859066499, -87.666043378189)"
6,12/18/2018,Open,,18-03387713,Street Lights - All/Out,3150 S WESTERN BLVD,60608.0,1160930.29666675,1883331.50628261,25.0,9.0,59.0,41.83555031694,-87.68499410897,"(41.83555031694, -87.684994108969)"
7,12/18/2018,Open,,18-03387910,Street Lights - All/Out,2100 S LAWNDALE AVE,60623.0,1152027.68448827,1889801.90818927,24.0,10.0,29.0,41.85348564872,-87.71749067529,"(41.853485648723, -87.717490675293)"
8,12/18/2018,Open - Dup,,18-03387641,Street Lights - All/Out,5400 W MONTROSE AVE,60641.0,1139555.98169035,1928728.91579394,38.0,16.0,15.0,41.96054222475,-87.76231575389,"(41.960542224746, -87.762315753885)"
9,12/18/2018,Open,,18-03387714,Street Lights - All/Out,10600 S SANGAMON ST,60643.0,1171862.27519936,1834536.41667515,34.0,22.0,73.0,41.70141724543,-87.64631139862,"(41.701417245431, -87.646311398623)"
10,12/18/2018,Open,,18-03387654,Street Lights - All/Out,10800 S EDBROOKE AVE,60628.0,1179158.75056974,1833386.40750619,9.0,5.0,49.0,41.69809862951,-87.6196291131,"(41.698098629509, -87.619629113098)"
11,12/18/2018,Open,,18-03387781,Street Lights - All/Out,12700 S LOWE AVE,60628.0,1174295.0644088,1820662.31508444,9.0,5.0,53.0,41.66329091908,-87.63781345973,"(41.66329091908, -87.637813459729)"
12,12/18/2018,Open,,18-03387701,Street Lights - All/Out,6345 S KARLOV AVE,60629.0,1150129.1783,1862154.133075,13.0,8.0,65.0,41.77765338947,-87.7251771088,"(41.777653389474, -87.725177108803)"
13,12/18/2018,Open,,18-03387936,Street Lights - All/Out,1500 N CICERO AVE,60651.0,1144107.46747355,1909542.1377168,37.0,25.0,25.0,41.90780742833,-87.74606522359,"(41.90780742833, -87.746065223591)"
14,12/18/2018,Open - Dup,,18-03387606,Street Lights - All/Out,5200 W MONTROSE AVE,60641.0,1140896.48548315,1928758.92801468,38.0,16.0,15.0,41.96059996273,-87.7573865863,"(41.960599962729, -87.7573865863)"
15,12/18/2018,Open,,18-03387703,Street Lights - All/Out,4700 S ROCKWELL ST,60632.0,1159824.72590644,1873414.56553101,15.0,9.0,58.0,41.80835986923,-87.68932356854,"(41.80835986923, -87.689323568542)"
16,12/18/2018,Open,,18-03388097,Street Lights - All/Out,8605 S BISHOP ST,60620.0,1168167.73418968,1847683.21189484,21.0,6.0,71.0,41.73757413945,-87.65946281671,"(41.737574139451, -87.659462816714)"
17,12/18/2018,Open,,18-03388534,Street Lights - All/Out,119 W 112TH ST,60628.0,1177394.48261254,1830688.58542861,34.0,5.0,49.0,41.69073535058,-87.62617001738,"(41.690735350584, -87.626170017385)"
18,12/18/2018,Open,,18-03387692,Street Lights - All/Out,6499 S CENTRAL AVE,60638.0,1140207.1473318,1860896.07011309,13.0,8.0,64.0,41.77438783508,-87.76158271771,"(41.774387835079, -87.761582717713)"
19,12/18/2018,Open,,18-03387790,Street Lights - All/Out,7008 S EAST END AVE,60649.0,1188989.01020213,1858828.4668052,5.0,3.0,43.0,41.76768503396,-87.58282391281,"(41.767685033964, -87.582823912806)"
20,12/18/2018,Open,,18-03387792,Street Lights - All/Out,8100 S PAULINA ST,60620.0,1166420.07538288,1850988.70430684,21.0,6.0,71.0,41.74668226432,-87.66577183303,"(41.746682264325, -87.665771833033)"
21,12/18/2018,Open - Dup,,18-03387652,Street Lights - All/Out,5400 W MONTROSE AVE,60641.0,1139555.98169035,1928728.91579394,38.0,16.0,15.0,41.96054222475,-87.76231575389,"(41.960542224746, -87.762315753885)"
22,12/17/2018,Open - Dup,,18-03379325,Street Lights - All/Out,13200 S EXCHANGE AVE,60633.0,1197771.48947973,1818030.44737564,10.0,4.0,55.0,41.65551677611,-87.55198988619,"(41.655516776108, -87.551989886188)"
23,12/17/2018,Open,,18-03380346,Street Lights - All/Out,7500 S LAFAYETTE AVE,60620.0,1177137.29141987,1855257.25430205,6.0,6.0,69.0,41.75816079472,-87.62637291775,"(41.758160794722, -87.626372917753)"
24,12/17/2018,Open,,18-03380317,Street Lights - All/Out,700 S LAKE SHORE DR,60605.0,1179322.56000991,1897219.48999635,4.0,1.0,32.0,41.87325906133,-87.61708233505,"(41.873259061333, -87.617082335045)"
25,12/17/2018,Open,,18-03385328,Street Lights - All/Out,1920 W WARREN BLVD,60612.0,1163603.32000455,1900375.04131655,27.0,12.0,28.0,41.8822636045,-87.67470616927,"(41.882263604501, -87.674706169268)"
26,12/17/2018,Open,,18-03384824,Street Lights - All/Out,11912 S PARNELL AVE,60628.0,1174780.44508837,1825902.1116928,34.0,5.0,53.0,41.6776590105,-87.63588201581,"(41.677659010502, -87.635882015815)"
27,12/17/2018,Open,,18-03378224,Street Lights - All/Out,10700 S LONGWOOD DR,60643.0,1165072.16520062,1833681.87928772,19.0,22.0,75.0,41.69921820256,-87.67119869413,"(41.699218202559, -87.671198694135)"
28,12/17/2018,Open,,18-03378258,Street Lights - All/Out,4700 N LAWNDALE AVE,60625.0,1150875.11547712,1930978.37807542,35.0,17.0,14.0,41.96650038065,-87.72064148165,"(41.966500380651, -87.720641481648)"
29,12/17/2018,Open,,18-03384649,Street Lights - All/Out,5924 W EASTWOOD AVE,60630.0,1136009.35717465,1930308.11221041,45.0,16.0,15.0,41.96493980407,-87.77531730642,"(41.964939804066, -87.775317306417)"
30,12/17/2018,Open,,18-03381529,Street Lights - All/Out,6351 S WOOD ST,60636.0,1165432.59139095,1862560.87751589,15.0,7.0,67.0,41.77845886421,-87.66906277782,"(41.778458864206, -87.669062777822)"
31,12/17/2018,Open,,18-03378163,Street Lights - All/Out,1935 W 29TH ST,60608.0,1164039.46378468,1884961.52542331,25.0,9.0,31.0,41.83995829506,-87.67353960863,"(41.839958295056, -87.673539608631)"
32,12/17/2018,Open - Dup,,18-03378390,Street Lights - All/Out,5400 W HENDERSON ST,60641.0,1139773.50173091,1921746.09376663,30.0,16.0,15.0,41.94137671774,-87.76168726396,"(41.941376717744, -87.761687263955)"
33,12/17/2018,Open,,18-03378205,Street Lights - All/Out,6238 W 60TH ST,60638.0,1135730.93997025,1864094.37933336,13.0,8.0,64.0,41.78324507909,-87.77791634836,"(41.783245079085, -87.777916348361)"
34,12/17/2018,Open,,18-03380395,Street Lights - All/Out,8700 S SANGAMON ST,60620.0,1171496.91462863,1847143.27059827,21.0,22.0,71.0,41.7360202855,-87.64728137735,"(41.736020285496, -87.64728137735)"
35,12/17/2018,Open,,18-03378406,Street Lights - All/Out,5200 W LAKE ST,60644.0,1141639.21928337,1902016.27982085,37.0,15.0,25.0,41.88720160368,-87.75531863213,"(41.887201603684, -87.755318632131)"
36,12/17/2018,Open,,18-03378204,Street Lights - All/Out,4000 E 134TH ST,60633.0,1204439.11998539,1816676.27997743,10.0,4.0,55.0,41.65163236366,-87.52763949079,"(41.651632363655, -87.527639490791)"
37,12/17/2018,Open,,18-03378245,Street Lights - All/Out,3131 N MASON AVE,60634.0,1136173.41440909,1920203.72201455,30.0,25.0,19.0,41.93720940176,-87.77495614558,"(41.937209401763, -87.774956145576)"
38,12/17/2018,Open,,18-03382469,Street Lights - All/Out,3000 W 41ST ST,60632.0,1157030.08447402,1877299.95006826,12.0,9.0,58.0,41.81907887583,-87.69946861428,"(41.81907887583, -87.699468614283)"
39,12/17/2018,Open - Dup,,18-03382467,Street Lights - All/Out,3000 W 41ST ST,60632.0,1157030.08447402,1877299.95006826,12.0,9.0,58.0,41.81907887583,-87.69946861428,"(41.81907887583, -87.699468614283)"
40,12/17/2018,Open - Dup,,18-03378418,Street Lights - All/Out,4600 N LAWNDALE AVE,60625.0,1150894.33702621,1930315.55351014,35.0,17.0,14.0,41.96468116805,-87.72058823556,"(41.96468116805, -87.720588235561)"
41,12/17/2018,Open,,18-03378222,Street Lights - All/Out,8600 S KOLIN AVE,60652.0,1148921.66808255,1847164.44971019,18.0,8.0,70.0,41.73654246505,-87.72998931492,"(41.736542465051, -87.729989314923)"
42,12/17/2018,Open,,18-03378357,Street Lights - All/Out,1307 N MOORMAN ST,60622.0,1164739.47070053,1908599.81939458,1.0,14.0,24.0,41.90480901248,-87.67030084408,"(41.904809012484, -87.670300844076)"
43,12/17/2018,Open,,18-03378198,Street Lights - All/Out,12549 S STEWART AVE,60628.0,1175907.94111983,1821707.0224871,9.0,5.0,53.0,41.66612189757,-87.63188002129,"(41.666121897567, -87.631880021292)"
44,12/17/2018,Open,,18-03380417,Street Lights - All/Out,4546 S JUSTINE ST,60609.0,1166766.85001219,1874572.71192896,15.0,9.0,61.0,41.81139238055,-87.66382834389,"(41.811392380555, -87.663828343894)"
45,12/17/2018,Open,,18-03384244,Street Lights - All/Out,10500 S CALHOUN AVE,60617.0,1194864.31728857,1835885.80930638,10.0,4.0,51.0,41.70458572235,-87.56204236072,"(41.704585722347, -87.562042360717)"
46,12/17/2018,Open,,18-03384966,Street Lights - All/Out,8433 S PAULINA ST,60620.0,1166479.056787,1848777.29649067,21.0,6.0,71.0,41.74061258586,-87.6656185862,"(41.740612585859, -87.665618586201)"
47,12/17/2018,Open,,18-03381334,Street Lights - All/Out,1656 N AVERS AVE,60647.0,1150456.94519431,1910734.14847576,26.0,25.0,23.0,41.91095676178,-87.72270923973,"(41.910956761778, -87.722709239733)"
48,12/17/2018,Open,,18-03381834,Street Lights - All/Out,4700 S CALIFORNIA AVE,60632.0,1158494.11870049,1873375.82862965,14.0,9.0,58.0,41.80828082766,-87.69420501108,"(41.808280827661, -87.694205011076)"
49,12/17/2018,Open,,18-03378352,Street Lights - All/Out,2200 W LAKE ST,60612.0,1161712.76402897,1901285.55957492,27.0,12.0,28.0,41.88480174983,-87.68162290488,"(41.884801749827, -87.681622904876)"
50,12/17/2018,Open,,18-03381397,Street Lights - All/Out,600 N DEARBORN ST,60654.0,1175835.2537335,1904183.6955094,42.0,18.0,8.0,41.89244837858,-87.6296761436,"(41.892448378583, -87.629676143598)"
52,12/17/2018,Open - Dup,,18-03378596,Street Lights - All/Out,13400 S AVENUE K,60633.0,1202418.78906736,1816732.26818982,10.0,4.0,55.0,41.65183757919,-87.53502949127,"(41.651837579194, -87.53502949127)"
53,12/17/2018,Open,,18-03383630,Street Lights - All/Out,1600 W 85TH ST,60620.0,1167154.26987748,1848352.34130575,21.0,6.0,71.0,41.73943204413,-87.66315679152,"(41.739432044128, -87.663156791518)"
54,12/17/2018,Open,,18-03380889,Street Lights - All/Out,6544 S KARLOV AVE,60629.0,1150164.86602151,1860884.34931811,13.0,8.0,65.0,41.77416820599,-87.7250792004,"(41.774168205988, -87.725079200402)"
55,12/17/2018,Open,,18-03378218,Street Lights - All/Out,3620 S PULASKI RD,60623.0,1150273.40782341,1880651.64220363,22.0,10.0,30.0,41.8284104824,-87.72416774877,"(41.828410482397, -87.724167748774)"
56,12/17/2018,Open,,18-03384723,Street Lights - All/Out,1118 W 111TH PL,60643.0,1170859.34621268,1830862.15997425,34.0,22.0,75.0,41.69135639952,-87.65009052075,"(41.691356399519, -87.650090520752)"
57,12/17/2018,Open,,18-03378168,Street Lights - All/Out,3232 S CALUMET AVE,60616.0,1179126.60098738,1883636.85339096,4.0,2.0,35.0,41.83599192562,-87.61821710513,"(41.835991925621, -87.618217105128)"
58,12/17/2018,Open,,18-03378369,Street Lights - All/Out,300 N STATE ST,60654.0,1176305.95490992,1902374.25198164,42.0,18.0,8.0,41.88747256454,-87.62800209608,"(41.88747256454, -87.628002096085)"
59,12/17/2018,Open,,18-03378407,Street Lights - All/Out,5744 N LANSING AVE,60646.0,1142255.02030903,1937765.69027481,39.0,16.0,12.0,41.98529007283,-87.75216722979,"(41.985290072831, -87.752167229789)"
60,12/17/2018,Open - Dup,,18-03378185,Street Lights - All/Out,10800 S RHODES AVE,60628.0,1181828.11500663,1833460.00007566,9.0,5.0,49.0,41.69823946187,-87.60985308948,"(41.698239461868, -87.609853089484)"
61,12/17/2018,Open,,18-03385432,Street Lights - All/Out,12100 S MICHIGAN AVE,60628.0,1179019.90641065,1824721.51993229,9.0,5.0,53.0,41.67432407075,-87.62040004115,"(41.674324070748, -87.620400041149)"
62,12/17/2018,Open,,18-03379813,Street Lights - All/Out,2601 S SPRINGFIELD AVE,60623.0,1150793.02461077,1886433.07677288,22.0,10.0,30.0,41.84426536618,-87.72211036011,"(41.844265366178, -87.722110360111)"
63,12/17/2018,Open,,18-03383274,Street Lights - All/Out,430 W 41ST ST,60609.0,1174031.76541536,1877750.75510669,11.0,9.0,61.0,41.81995482796,-87.63708672571,"(41.81995482796, -87.637086725714)"
64,12/17/2018,Open,,18-03383189,Street Lights - All/Out,3030 N LUNA AVE,60641.0,1138841.6412185,1919597.39648386,31.0,25.0,19.0,41.93549747323,-87.76516461218,"(41.935497473231, -87.765164612176)"
65,12/17/2018,Open,,18-03384363,Street Lights - All/Out,10451 S CALHOUN AVE,60617.0,1194857.91728857,1836205.90930638,10.0,4.0,51.0,41.70546426624,-87.56205529809,"(41.705464266241, -87.562055298094)"
66,12/17/2018,Open,,18-03378290,Street Lights - All/Out,4700 N SPAULDING AVE,60625.0,1153533.55098608,1931037.36996915,33.0,17.0,14.0,41.96660967621,-87.7108652111,"(41.966609676214, -87.710865211101)"
67,12/17/2018,Open,,18-03378164,Street Lights - All/Out,4301 S RACINE AVE,60609.0,1169069.829011,1876253.54797001,11.0,9.0,61.0,41.81595522739,-87.65533252296,"(41.815955227394, -87.655332522958)"
68,12/17/2018,Open,,18-03378402,Street Lights - All/Out,5315 W GEORGE ST,60641.0,1140442.69859628,1918767.29527288,31.0,25.0,19.0,41.93319032343,-87.75930097601,"(41.933190323428, -87.759300976008)"
69,12/17/2018,Open,,18-03385304,Street Lights - All/Out,3681 N ELSTON AVE,60618.0,1153521.65972343,1924314.00769286,33.0,17.0,16.0,41.94816055969,-87.71108843674,"(41.948160559685, -87.711088436736)"
70,12/17/2018,Open,,18-03378241,Street Lights - All/Out,12738 S LOWE AVE,60628.0,1174301.25651986,1820384.63819174,9.0,5.0,53.0,41.6625287901,-87.63779900009,"(41.662528790101, -87.637799000089)"
71,12/17/2018,Open,,18-03385112,Street Lights - All/Out,5600 W BERENICE AVE,60634.0,1138330.47281439,1925036.35446893,38.0,16.0,15.0,41.95043180587,-87.76691113067,"(41.950431805871, -87.766911130674)"
72,12/17/2018,Open - Dup,,18-03379641,Street Lights - All/Out,13226 S COMMERCIAL AVE,60633.0,1198104.54999239,1817857.8341047,10.0,4.0,55.0,41.65503481413,-87.55077695441,"(41.655034814134, -87.550776954406)"
73,12/17/2018,Open,,18-03380078,Street Lights - All/Out,925 N DRAKE AVE,60651.0,1152543.84452456,1905938.39942907,27.0,11.0,23.0,41.89775575018,-87.71516961141,"(41.89775575018, -87.715169611413)"
74,12/17/2018,Open,,18-03377088,Street Lights - All/Out,900 W MADISON ST,60607.0,1170415.09577016,1900236.71997063,25.0,12.0,28.0,41.88173786387,-87.6496974753,"(41.881737863868, -87.649697475297)"
75,12/17/2018,Open,,18-03378227,Street Lights - All/Out,8101 S LOOMIS BLVD,60620.0,1168406.29353152,1851035.35311252,21.0,6.0,71.0,41.7467677592,-87.65849248799,"(41.7467677592, -87.658492487987)"
76,12/17/2018,Open,,18-03378358,Street Lights - All/Out,1900 W LAKE ST,60612.0,1163707.83992705,1901398.35141552,27.0,12.0,28.0,41.88506944975,-87.67429351551,"(41.885069449755, -87.674293515505)"
77,12/17/2018,Open,,18-03378200,Street Lights - All/Out,12600 S HARVARD AVE,60628.0,1176247.21169838,1821382.64640789,9.0,5.0,53.0,41.66522417271,-87.63064808588,"(41.665224172712, -87.630648085882)"
78,12/17/2018,Open,,18-03378337,Street Lights - All/Out,2900 W LUNT AVE,60645.0,1155791.4743864,1946287.46126824,50.0,24.0,2.0,42.00841133857,-87.70214990017,"(42.008411338565, -87.702149900173)"
79,12/17/2018,Open,,18-03384775,Street Lights - All/Out,1600 W SUPERIOR ST,60622.0,1165592.91239389,1905088.78640445,1.0,12.0,24.0,41.8951563465,-87.667266041,"(41.895156346503, -87.667266040998)"
80,12/17/2018,Open,,18-03384792,Street Lights - All/Out,2911 N MOBILE AVE,60634.0,1133905.6296196,1918679.89892124,30.0,25.0,19.0,41.93306808947,-87.78332668496,"(41.933068089465, -87.783326684956)"
81,12/17/2018,Open - Dup,,18-03378591,Street Lights - All/Out,13200 S COMMERCIAL AVE,60633.0,1198103.84999239,1818032.8341047,10.0,4.0,55.0,41.65551505206,-87.55077370256,"(41.655515052064, -87.550773702559)"
82,12/17/2018,Open,,18-03378206,Street Lights - All/Out,2344 S KOLIN AVE,60623.0,1148020.79238511,1887933.15457856,22.0,10.0,29.0,41.84843546585,-87.73224554444,"(41.848435465852, -87.732245544442)"
83,12/17/2018,Open,,18-03378239,Street Lights - All/Out,10439 S SANGAMON ST,60643.0,1171828.85193127,1835603.2986712,34.0,22.0,73.0,41.70434566462,-87.64640262319,"(41.704345664619, -87.646402623192)"
84,12/17/2018,Open,,18-03378678,Street Lights - All/Out,13231 S EXCHANGE AVE,60633.0,1197771.78947973,1817821.74737564,10.0,4.0,55.0,41.65494407124,-87.55199571027,"(41.654944071238, -87.551995710275)"
85,12/17/2018,Open,,18-03378226,Street Lights - All/Out,8100 S THROOP ST,60620.0,1169068.3098243,1851059.95513047,21.0,6.0,71.0,41.74682099727,-87.65606598237,"(41.746820997266, -87.656065982369)"
86,12/17/2018,Open - Dup,,18-03379884,Street Lights - All/Out,100 W ADAMS ST,60603.0,1175562.70500805,1899431.45479199,42.0,1.0,32.0,41.87941409158,-87.63081997099,"(41.879414091576, -87.630819970991)"
87,12/17/2018,Open,,18-03384385,Street Lights - All/Out,7742 S CARPENTER ST,60620.0,1170655.98150397,1853477.44478075,17.0,6.0,71.0,41.75342047027,-87.65017801662,"(41.753420470272, -87.650178016625)"
88,12/17/2018,Open,,18-03378305,Street Lights - All/Out,3500 W DOUGLAS BLVD,60623.0,1153258.58659901,1893233.73250409,24.0,10.0,29.0,41.86287865587,-87.71288177287,"(41.862878655873, -87.71288177287)"
89,12/17/2018,Open,,18-03379787,Street Lights - All/Out,3328 W PIERCE AVE,60651.0,1153885.68969671,1910101.97517852,26.0,14.0,23.0,41.90915434867,-87.71013003561,"(41.909154348673, -87.710130035606)"
90,12/17/2018,Open,,18-03385117,Street Lights - All/Out,12199 S EDBROOKE AVE,60628.0,1179403.19992961,1824098.9123063,9.0,5.0,53.0,41.67260683029,-87.61901603392,"(41.672606830291, -87.619016033922)"
91,12/17/2018,Open - Dup,,18-03378154,Street Lights - All/Out,2561 S DAMEN AVE,60608.0,1163443.92120833,1886998.27607977,25.0,10.0,31.0,41.84555988091,-87.67566776738,"(41.845559880909, -87.675667767381)"
92,12/17/2018,Open - Dup,,18-03382807,Street Lights - All/Out,8400 S ESCANABA AVE,60617.0,1196946.00003234,1849832.89009641,10.0,4.0,46.0,41.74280630444,-87.55395732245,"(41.742806304436, -87.553957322447)"
93,12/17/2018,Open,,18-03384387,Street Lights - All/Out,3400 W 82ND PL,60652.0,1155153.86281997,1849683.92009443,18.0,8.0,70.0,41.74333415532,-87.70708916376,"(41.743334155316, -87.707089163762)"
94,12/17/2018,Open,,18-03378335,Street Lights - All/Out,2800 W LUNT AVE,60645.0,1156437.52778328,1946310.6516749,50.0,24.0,2.0,42.00846187881,-87.69977226836,"(42.008461878814, -87.699772268358)"
95,12/17/2018,Open,,18-03378509,Street Lights - All/Out,12532 S HARVARD AVE,60628.0,1176231.4530007,1821827.17318579,9.0,5.0,53.0,41.66644437867,-87.63069249339,"(41.666444378667, -87.630692493388)"
96,12/17/2018,Open,,18-03378303,Street Lights - All/Out,4700 N SPRINGFIELD AVE,60625.0,1149544.08110267,1930949.24161554,35.0,17.0,14.0,41.96644644241,-87.72553627817,"(41.966446442409, -87.725536278167)"
97,12/17/2018,Open,,18-03384522,Street Lights - All/Out,8435 S BENNETT AVE,60617.0,1190324.67922098,1849421.10619065,8.0,4.0,45.0,41.7418383318,-87.5782308196,"(41.741838331799, -87.578230819603)"
98,12/17/2018,Open,,18-03378399,Street Lights - All/Out,5400 W MELROSE ST,60641.0,1139794.5737235,1921080.50538465,30.0,16.0,15.0,41.93954989104,-87.76162613007,"(41.939549891042, -87.761626130075)"
99,12/17/2018,Open,,18-03385875,Street Lights - All/Out,600 N NOBLE ST,60642.0,1166951.2737725,1904127.06520097,1.0,12.0,24.0,41.89248827025,-87.6623047722,"(41.892488270254, -87.662304772198)"
100,12/17/2018,Open,,18-03384453,Street Lights - All/Out,11430 S CALUMET AVE,60628.0,1180621.83406892,1829123.21788919,9.0,5.0,49.0,41.68636644845,-87.61440237484,"(41.686366448452, -87.614402374837)"
101,12/17/2018,Open,,18-03385100,Street Lights - All/Out,4722 S WASHTENAW AVE,60632.0,1159163.82010211,1873251.22067414,14.0,9.0,58.0,41.80792519462,-87.69175210295,"(41.807925194618, -87.691752102948)"
102,12/17/2018,Open,,18-03385036,Street Lights - All/Out,3632 N PITTSBURGH AVE,60634.0,1120427.35200429,1923108.00087172,38.0,16.0,17.0,41.94544597418,-87.83276441672,"(41.945445974176, -87.832764416725)"
103,12/17/2018,Open,,18-03378183,Street Lights - All/Out,10700 S RHODES AVE,60628.0,1181808.3385036,1834124.19253078,9.0,5.0,49.0,41.7000625504,-87.60990507317,"(41.700062550397, -87.609905073169)"
104,12/17/2018,Open,,18-03380937,Street Lights - All/Out,4528 S TROY ST,60632.0,1156127.56357975,1874445.05570768,14.0,9.0,58.0,41.81126289547,-87.70285626693,"(41.811262895469, -87.702856266932)"
105,12/16/2018,Open,,18-03375685,Street Lights - All/Out,3601 S COTTAGE GROVE AVE,60653.0,1181514.1285975,1881151.64947254,4.0,2.0,36.0,41.82911747605,-87.60953337571,"(41.829117476046, -87.60953337571)"
106,12/16/2018,Open,,18-03371455,Street Lights - All/Out,332 N DESPLAINES ST,60661.0,1171866.74828576,1902441.19421421,42.0,12.0,28.0,41.88775522858,-87.64430208984,"(41.887755228577, -87.644302089843)"
107,12/16/2018,Open,,18-03375954,Street Lights - All/Out,1900 S CHRISTIANA AVE,60623.0,1154332.35490537,1890511.50877278,24.0,10.0,29.0,41.85538720517,-87.7090127254,"(41.855387205174, -87.709012725396)"
108,12/16/2018,Open,,18-03375534,Street Lights - All/Out,10035 S ST LAWRENCE AVE,60628.0,1182013.56390074,1838433.5201279,9.0,5.0,49.0,41.71188317091,-87.6090209104,"(41.711883170906, -87.609020910396)"
109,12/16/2018,Open,,18-03375577,Street Lights - All/Out,507 E 109TH ST,60628.0,1181577.94278823,1832790.74410279,9.0,5.0,49.0,41.69640869635,-87.61078964266,"(41.696408696349, -87.610789642661)"
110,12/16/2018,Open,,18-03371729,Street Lights - All/Out,10523 S SANGAMON ST,60643.0,1171846.27117734,1835046.37367742,34.0,22.0,73.0,41.70281699604,-87.64635510495,"(41.702816996042, -87.646355104955)"
111,12/16/2018,Open,,18-03374740,Street Lights - All/Out,5451 W HENDERSON ST,60641.0,1139429.52000975,1921737.93000221,30.0,16.0,15.0,41.94136060324,-87.76295175084,"(41.941360603241, -87.76295175084)"
112,12/16/2018,Open,,18-03375670,Street Lights - All/Out,6400 W SCHOOL ST,60634.0,1133125.64449059,1921256.6232845,36.0,16.0,17.0,41.94015260812,-87.78613267764,"(41.940152608116, -87.786132677643)"
113,12/16/2018,Open,,18-03374787,Street Lights - All/Out,2526 N ARTESIAN AVE,60647.0,1159592.13168668,1916679.78460829,32.0,14.0,22.0,41.92708865848,-87.68898555935,"(41.927088658483, -87.688985559345)"
114,12/16/2018,Open,,18-03375980,Street Lights - All/Out,63 E 21ST ST,60616.0,1177252.28107047,1890282.69360327,3.0,1.0,33.0,41.8542712063,-87.62489341183,"(41.854271206304, -87.624893411827)"
115,12/16/2018,Open,,18-03373355,Street Lights - All/Out,2500 W THOMAS ST,60622.0,1159538.39371214,1907236.28740258,1.0,12.0,24.0,41.90117609429,-87.68944353993,"(41.901176094287, -87.689443539926)"
116,12/16/2018,Open,,18-03376308,Street Lights - All/Out,1100 N ROCKWELL ST,60622.0,1158867.49661978,1907222.05851017,1.0,12.0,24.0,41.90115084035,-87.69190819885,"(41.901150840347, -87.691908198855)"
117,12/16/2018,Open,,18-03375581,Street Lights - All/Out,255 W 114TH ST,60628.0,1176528.67999487,1829342.583531,34.0,5.0,49.0,41.68706118057,-87.62938003406,"(41.687061180571, -87.629380034059)"
118,12/15/2018,Open,,18-03368721,Street Lights - All/Out,3500 W WRIGHTWOOD AVE,60647.0,1152606.60037521,1917064.84919748,35.0,14.0,22.0,41.92828648654,-87.71464432519,"(41.928286486545, -87.714644325193)"
119,12/15/2018,Open,,18-03368265,Street Lights - All/Out,1316 N MILWAUKEE AVE,60622.0,1164821.50987675,1908889.58668821,1.0,14.0,24.0,41.90560241365,-87.66999125969,"(41.905602413654, -87.669991259695)"
120,12/15/2018,Open,,18-03369627,Street Lights - All/Out,8700 W WILSON AVE,60656.0,1117383.21576879,1929642.26748433,38.0,16.0,76.0,41.96342508839,-87.84381664702,"(41.963425088386, -87.843816647021)"
121,12/15/2018,Open,,18-03366589,Street Lights - All/Out,8500 S CENTRAL PARK AVE,60652.0,1153803.03788954,1847977.87896677,18.0,8.0,70.0,41.73867935708,-87.71208384626,"(41.738679357082, -87.712083846259)"
122,12/15/2018,Open,,18-03368667,Street Lights - All/Out,137 S SANGAMON ST,60607.0,1170118.00152755,1899584.63402618,25.0,12.0,28.0,41.87995498317,-87.65080743316,"(41.879954983172, -87.650807433157)"
123,12/15/2018,Open,,18-03367475,Street Lights - All/Out,1900 N CLEVELAND AVE,60614.0,1172629.46582547,1912913.66417751,43.0,18.0,7.0,41.91647541932,-87.6411908827,"(41.916475419319, -87.641190882702)"
124,12/15/2018,Open,,18-03364110,Street Lights - All/Out,8643 S FRANCISCO AVE,60652.0,1158561.29738668,1847065.69990052,18.0,8.0,70.0,41.73608060767,-87.69467521295,"(41.736080607673, -87.694675212955)"
125,12/15/2018,Open,,18-03365500,Street Lights - All/Out,5346 W MELROSE ST,60641.0,1140151.81553206,1921088.95950488,30.0,16.0,15.0,41.93956654472,-87.76031293629,"(41.939566544721, -87.760312936289)"
